conjunto,modelo_id,modelo,proveedor,publicacion,arnes,puntuacion,coste_por_tarea,coste_total
v1_Public_Eval,magistral-small-2506,Magistral Small,Mistral,2025-06-10,,0.0862,0.0289,
v1_Public_Eval,grok-3-openrouter,Grok 3,xAI,2025-02-19,,0.0838,0.0735,
v1_Public_Eval,magistral-medium-2506-thinking,Magistral Medium (Thinking),Mistral,2025-06-10,,0.0799,0.1059,
v1_Public_Eval,gpt-4-1-mini-2025-04-14,GPT-4.1-Mini,OpenAI,2025-04-14,,0.0725,0.0066,
v1_Public_Eval,gpt-5-mini-2025-08-07-minimal,GPT-5 Mini (Minimal),OpenAI,2025-08-07,,0.0714,0.0051,
v1_Public_Eval,Llama-4-Maverick-17B-128E-Instruct-FP8-together,Llama 4 Maverick,Meta,2025-04-05,,0.0712,0.0065,
v1_Public_Eval,gpt-5-nano-2025-08-07-minimal,GPT-5 Nano (Minimal),OpenAI,2025-08-07,,0.0275,0.0012,
v1_Public_Eval,Llama-4-Scout-17B-16E-Instruct-together,Llama 4 Scout,Meta,2025-04-05,,0.0238,0.0036,
v1_Public_Eval,gpt-4-1-nano-2025-04-14,GPT-4.1-Nano,OpenAI,2025-04-14,,0.0175,0.0018,
v1_Semi_Private,anthropic-claude-fable-5-max,Claude Fable 5 (Max),Anthropic,2026-06-09,,0.985,2.1101577000000007,
v1_Semi_Private,anthropic-claude-fable-5-xhigh,Claude Fable 5 (XHigh),Anthropic,2026-06-09,,0.985,1.0224337000000001,
v1_Semi_Private,openai-gpt-6-astra-xhigh,GPT-6 Astra (XHigh),OpenAI,2026-09-02,,0.985,0.3470552,
v1_Semi_Private,openai-gpt-6-astra-high,GPT-6 Astra (High),OpenAI,2026-09-02,,0.985,0.2837032,
v1_Semi_Private,anthropic-claude-opus-5-5-high,Claude Opus 5.5 (High),Anthropic,2026-09-22,,0.985,0.15798964,
v1_Semi_Private,google-gemini-3-8-flash-high,Gemini 3.8 Flash (High),Google,2026-09-02,,0.985,0.20570699249999985,
v1_Semi_Private,2025_human_panel,Human Panel,Human,,,0.98,17,
v1_Semi_Private,stem_grad,Stem Grad,Human,,,0.98,10,
v1_Semi_Private,gemini-3-1-pro-preview,Gemini 3.1 Pro (Preview),Google,2026-02-19,,0.98,0.5223,
v1_Semi_Private,openai-gpt-5-6-sol-xhigh,GPT-5.6 Sol (XHigh),OpenAI,2026-07-09,,0.975,0.4,
v1_Semi_Private,anthropic-claude-opus-5-high,Claude Opus 5 (High),Anthropic,2026-07-24,,0.975,0.47,
v1_Semi_Private,anthropic-claude-opus-5-max,Claude Opus 5 (Max),Anthropic,2026-07-24,,0.975,0.7,
v1_Semi_Private,anthropic-claude-fable-5-1-max,Claude Fable 5.1 (Max),Anthropic,2026-09-01,,0.975,1.3997611,
v1_Semi_Private,openai-gpt-6-astra-max,GPT-6 Astra (Max),OpenAI,2026-09-02,,0.975,0.4328827000000001,
v1_Semi_Private,openai-gpt-6-astra-medium,GPT-6 Astra (Medium),OpenAI,2026-09-02,,0.975,0.2398342000000002,
v1_Semi_Private,anthropic-claude-opus-5-5-max,Claude Opus 5.5 (Max),Anthropic,2026-09-22,,0.975,0.64073264,
v1_Semi_Private,anthropic-claude-opus-5-5-xhigh,Claude Opus 5.5 (XHigh),Anthropic,2026-09-22,,0.975,0.22304864,
v1_Semi_Private,anthropic-claude-opus-5-5-medium,Claude Opus 5.5 (Medium),Anthropic,2026-09-22,,0.975,0.15227524,
v1_Semi_Private,google-gemini-3-8-flash-medium,Gemini 3.8 Flash (Medium),Google,2026-09-02,,0.975,0.10754999250000002,
v1_Semi_Private,openai-gpt-5-6-sol-high,GPT-5.6 Sol (High),OpenAI,2026-07-09,,0.97,0.3,
v1_Semi_Private,gpt-5-5-pro-2026-04-23-high,GPT-5.5 Pro (High),OpenAI,2026-04-23,,0.965,4.53,
v1_Semi_Private,openai-gpt-5-6-sol-max,GPT-5.6 Sol (Max),OpenAI,2026-07-09,,0.965,0.54,
v1_Semi_Private,openai-gpt-5-6-terra-max,GPT-5.6 Terra (Max),OpenAI,2026-07-09,,0.965,0.55,
v1_Semi_Private,anthropic-claude-fable-5-1-xhigh,Claude Fable 5.1 (XHigh),Anthropic,2026-09-01,,0.965,0.9578876000000003,
v1_Semi_Private,openai-gpt-6-astra-low,GPT-6 Astra (Low),OpenAI,2026-09-02,,0.965,0.22650770000000006,
v1_Semi_Private,gemini_3_deep_think_022026,Gemini 3 Deep Think (2/26),Google,2026-02-12,,0.96,7.171,
v1_Semi_Private,anthropic-claude-fable-5-1-high,Claude Fable 5.1 (High),Anthropic,2026-09-01,,0.96,0.5169491,
v1_Semi_Private,anthropic-claude-fable-5-high,Claude Fable 5 (High),Anthropic,2026-06-09,,0.955,0.7666246999999999,
v1_Semi_Private,google-gemini-3-7-flash-high,Gemini 3.7 Flash (High),Google,2026-08-13,,0.955,0.12013233,
v1_Semi_Private,gpt-5-5-2026-04-22-thinking-xhigh,GPT-5.5 (XHigh),OpenAI,2026-04-22,,0.95,0.73,
v1_Semi_Private,gpt-5-5-pro-2026-04-23-xhigh,GPT-5.5 Pro (XHigh),OpenAI,2026-04-23,,0.95,4.52,
v1_Semi_Private,johan_land_gpt_5_2_refine,GPT-5.2 (Refine.),johan_land,2026-02-03,,0.945,11.4,
v1_Semi_Private,gpt-5-4-pro-xhigh,GPT-5.4 Pro (XHigh),OpenAI,2026-03-04,,0.945,7.21,
v1_Semi_Private,gpt-5-5-2026-04-22-thinking-high,GPT-5.5 (High),OpenAI,2026-04-22,,0.945,0.56,
v1_Semi_Private,moonshot-kimi-k3-max,Kimi K3 (Max),Moonshot AI,2026-07-16,,0.945,0.7704815999999995,
v1_Semi_Private,anthropic-claude-fable-5-1-medium,Claude Fable 5.1 (Medium),Anthropic,2026-09-01,,0.945,0.4425576000000001,
v1_Semi_Private,claude-opus-4-6-thinking-120K-high,"Claude Opus 4.6 (120K, High)",Anthropic,2026-02-05,,0.94,1.3948,
v1_Semi_Private,openai-gpt-5-6-terra-xhigh,GPT-5.6 Terra (XHigh),OpenAI,2026-07-09,,0.94,0.26,
v1_Semi_Private,gpt-5-4-xhigh,GPT-5.4 (XHigh),OpenAI,2026-03-04,,0.9367,0.62,
v1_Semi_Private,claude-4-7-high,Claude 4.7 (High),Anthropic,2026-04-16,,0.935,1.41,
v1_Semi_Private,claude-opus-4-6-thinking-120K-max,"Claude Opus 4.6 (120K, Max)",Anthropic,2026-02-05,,0.93,1.8791,
v1_Semi_Private,gpt-5-4-high,GPT-5.4 (High),OpenAI,2026-03-04,,0.9267,0.37,
v1_Semi_Private,anthropic-opus-4-8-max,Claude Opus 4.8 (Max),Anthropic,2026-06-01,,0.925,2.332,
v1_Semi_Private,gemini-3-5-flash-high,Gemini 3.5 Flash (High),Google,2026-05-19,,0.925,0.4278,
v1_Semi_Private,openai-gpt-5-6-sol-medium,GPT-5.6 Sol (Medium),OpenAI,2026-07-09,,0.925,0.22,
v1_Semi_Private,anthropic-claude-fable-5-medium,Claude Fable 5 (Medium),Anthropic,2026-06-09,,0.925,0.6638002000000002,
v1_Semi_Private,gpt-5-5-2026-04-22-thinking-medium,GPT-5.5 (Medium),OpenAI,2026-04-22,,0.9217,0.39,
v1_Semi_Private,claude-opus-4-6-thinking-120K-medium,"Claude Opus 4.6 (120K, Medium)",Anthropic,2026-02-05,,0.92,0.9647,
v1_Semi_Private,anthropic-opus-4-8-high,Claude Opus 4.8 (High),Anthropic,2026-06-01,,0.92,1.0416,
v1_Semi_Private,claude-4-7-max,Claude 4.7 (Max),Anthropic,2026-04-16,,0.92,2.58,
v1_Semi_Private,openai-gpt-5-6-terra-high,GPT-5.6 Terra (High),OpenAI,2026-07-09,,0.92,0.19,
v1_Semi_Private,anthropic-opus-4-8-medium,Claude Opus 4.8 (Medium),Anthropic,2026-06-01,,0.915,0.9115,
v1_Semi_Private,gemini-3-6-flash-high,Gemini 3.6 Flash (High),Google,2026-07-21,,0.9116666666666666,0.33563630999999994,
v1_Semi_Private,google-gemini-3-7-flash-medium,Gemini 3.7 Flash (Medium),Google,2026-08-13,,0.9116666666666666,0.060503167499999996,
v1_Semi_Private,claude-4-7-low,Claude 4.7 (Low),Anthropic,2026-04-16,,0.91,0.76,
v1_Semi_Private,claude-4-7-medium,Claude 4.7 (Medium),Anthropic,2026-04-16,,0.91,1.04,
v1_Semi_Private,openai-gpt-5-6-luna-max-2026-07-30,GPT-5.6 Luna 2026-07-30 (Max),OpenAI,2026-07-30,,0.9066666666666666,0.06538362,
v1_Semi_Private,gpt-5-2-pro-2025-12-11-xhigh,GPT-5.2 Pro (XHigh),OpenAI,2025-12-11,,0.905,11.6542,
v1_Semi_Private,anthropic-claude-fable-5-low,Claude Fable 5 (Low),Anthropic,2026-06-09,,0.905,0.5076897000000001,
v1_Semi_Private,deepseek-v4-pro-0813-low,DeepSeek V4 Pro 0813 (Low),DeepSeek,2026-08-13,,0.905,0.17823142919999996,
v1_Semi_Private,google-gemini-3-8-flash-low,Gemini 3.8 Flash (Low),Google,2026-09-02,,0.905,0.06661188000000001,
v1_Semi_Private,deepseek-v4-pro-0813-max,DeepSeek V4 Pro 0813 (Max),DeepSeek,2026-08-13,,0.9,0.29617841879999995,
v1_Semi_Private,anthropic-claude-fable-5-1-low,Claude Fable 5.1 (Low),Anthropic,2026-09-01,,0.9,0.36604360000000014,
v1_Semi_Private,grok-4.20-beta-0309b-reasoning,Grok 4.20 (Reasoning),xAI,2026-03-09,,0.895,0.35,
v1_Semi_Private,deepseek-v4-flash-0731-max,DeepSeek V4 Flash 0731 (Max),DeepSeek,2026-07-31,,0.89,0.020511353200000002,
v1_Semi_Private,anthropic-claude-opus-5-5-low,Claude Opus 5.5 (Low),Anthropic,2026-09-22,,0.885,0.12007963999999999,
v1_Semi_Private,anthropic-opus-4-8-low,Claude Opus 4.8 (Low),Anthropic,2026-06-01,,0.88,0.6711,
v1_Semi_Private,openai-gpt-5-6-luna-max,GPT-5.6 Luna (Max),OpenAI,2026-07-09,,0.88,0.32,
v1_Semi_Private,openai-gpt-5-6-luna-xhigh,GPT-5.6 Luna (XHigh),OpenAI,2026-07-09,,0.8767,0.21,
v1_Semi_Private,gemini-3-deep-think-preview,Gemini 3 Deep Think (Preview) ²,Google,2026-02-12,,0.875,44.25900135,
v1_Semi_Private,xai-grok-4-6-medium,Grok 4.6 (Medium),xAI,2026-08-11,,0.875,0.30111846000000003,
v1_Semi_Private,xai-grok-4-5-medium,Grok 4.5 (Medium),xAI,2026-07-16,,0.8717,0.31,
v1_Semi_Private,deepseek-v4-pro-0813-high,DeepSeek V4 Pro 0813 (High),DeepSeek,2026-08-13,,0.8716666666666666,0.3070726955999999,
v1_Semi_Private,deepseek-v4-flash-0731-high,DeepSeek V4 Flash 0731 (High),DeepSeek,2026-07-31,,0.87,0.021402901000000005,
v1_Semi_Private,xai-grok-4-6-xhigh,Grok 4.6 (XHigh),xAI,2026-08-11,,0.87,0.348182,
v1_Semi_Private,xai-grok-4-6-high,Grok 4.6 (High),xAI,2026-08-11,,0.87,0.3268656,
v1_Semi_Private,openai-gpt-6-luna-max,GPT-6 Luna (Max),OpenAI,2026-09-22,,0.8666666666666667,0.018388256999999998,
v1_Semi_Private,moonshot-kimi-k3-high,Kimi K3 (High),Moonshot AI,2026-07-16,,0.8666666666666666,0.47977101000000005,
v1_Semi_Private,claude_sonnet_4_6_high,Claude Sonnet 4.6 (High),Anthropic,2026-02-17,,0.865,1.1908,
v1_Semi_Private,gpt-5-2-2025-12-11-thinking-xhigh,GPT-5.2 (XHigh),OpenAI,2025-12-11,,0.8617,0.96,
v1_Semi_Private,gpt-5-4-medium,GPT-5.4 (Medium),OpenAI,2026-03-04,,0.8617,0.25,
v1_Semi_Private,claude-opus-4-6-thinking-120K-low,"Claude Opus 4.6 (120K, Low)",Anthropic,2026-02-05,,0.86,0.648,
v1_Semi_Private,claude_sonnet_4_6_max,Claude Sonnet 4.6 (Max),Anthropic,2026-02-17,,0.86,1.452,
v1_Semi_Private,openai-gpt-6-astra-none,GPT-6 Astra (None),OpenAI,2026-09-02,,0.86,0.21427369999999996,
v1_Semi_Private,gpt-5-2-pro-2025-12-11-high,GPT-5.2 Pro (High),OpenAI,2025-12-11,,0.8567,5.8694,
v1_Semi_Private,xai-grok-4-5-high,Grok 4.5 (High),xAI,2026-07-16,,0.8567,0.33,
v1_Semi_Private,google-gemini-3-7-flash-low,Gemini 3.7 Flash (Low),Google,2026-08-13,,0.8516666666666666,0.0422072925,
v1_Semi_Private,openai-gpt-5-6-luna-xhigh-2026-07-30,GPT-5.6 Luna 2026-07-30 (XHigh),OpenAI,2026-07-30,,0.85,0.045517572,
v1_Semi_Private,gemini-3-flash-preview-thinking-high,Gemini 3 Flash Preview (High),Google,2025-12-17,,0.8467,0.1743,
v1_Semi_Private,thinky-inkling-small-xhigh,Inkling Small (XHigh),Thinking Machines,2026-07-30,,0.84,0.11498211,
v1_Semi_Private,deepseek-v4-flash-0731-low,DeepSeek V4 Flash 0731 (Low),DeepSeek,2026-07-31,,0.84,0.0117880906,
v1_Semi_Private,gemini-3-6-flash-medium,Gemini 3.6 Flash (Medium),Google,2026-07-21,,0.8316666666666666,0.24685820999999994,
v1_Semi_Private,gpt-5-2-pro-2025-12-11-medium,GPT-5.2 Pro (Medium),OpenAI,2025-12-11,,0.8117,3.9774,
v1_Semi_Private,claude-opus-4-5-20251101-thinking-64k,"Opus 4.5 (Thinking, 64K)",Anthropic,2025-11-24,,0.8,1.47,
v1_Semi_Private,jeremy_sept_2025,Grok 4 (Refine.),j_berman,2025-08-07,,0.796,8.42,
v1_Semi_Private,thinky-inkling,Inkling,Thinking Machines,2026-07-15,,0.795,0.30047416199999993,
v1_Semi_Private,xai-grok-4-5-low,Grok 4.5 (Low),xAI,2026-07-16,,0.7917,0.18,
v1_Semi_Private,gpt-5-2-2025-12-11-thinking-high,GPT-5.2 (High),OpenAI,2025-12-11,,0.7867,0.5196,
v1_Semi_Private,thinky-inkling-small-high,Inkling Small (High),Thinking Machines,2026-07-30,,0.78,0.06685550999999999,
v1_Semi_Private,openai-gpt-5-6-luna-high-2026-07-30,GPT-5.6 Luna 2026-07-30 (High),OpenAI,2026-07-30,,0.78,0.027887351999999997,
v1_Semi_Private,openai-gpt-5-6-terra-medium,GPT-5.6 Terra (Medium),OpenAI,2026-07-09,,0.77,0.13,
v1_Semi_Private,glm-5.2,GLM-5.2,Z.ai,2026-06-13,,0.77,0.1916,
v1_Semi_Private,openai-gpt-5-6-luna-high,GPT-5.6 Luna (High),OpenAI,2026-07-09,,0.765,0.13,
v1_Semi_Private,gemini-3-6-flash-low,Gemini 3.6 Flash (Low),Google,2026-07-21,,0.765,0.12124633500000005,
v1_Semi_Private,gpt-5-5-2026-04-22-thinking-low,GPT-5.5 (Low),OpenAI,2026-04-22,,0.7617,0.2,
v1_Semi_Private,claude-opus-4-5-20251101-thinking-32k,"Opus 4.5 (Thinking, 32K)",Anthropic,2025-11-24,,0.7583,0.95,
v1_Semi_Private,gemini-3-pro-preview,Gemini 3 Pro,Google,2025-11-18,,0.75,0.4926,
v1_Semi_Private,xai-grok-4-6-low,Grok 4.6 (Low),xAI,2026-08-11,,0.7483333333333334,0.10347528000000006,
v1_Semi_Private,openai-gpt-5-6-sol-low,GPT-5.6 Sol (Low),OpenAI,2026-07-09,,0.745,0.17,
v1_Semi_Private,openai-gpt-6-luna-xhigh,GPT-6 Luna (XHigh),OpenAI,2026-09-22,,0.73,0.012172242,
v1_Semi_Private,gpt-5-1-2025-11-13-thinking-high,"GPT-5.1 (Thinking, High)",OpenAI,2025-11-13,,0.7283,0.674,
v1_Semi_Private,gpt-5-2-2025-12-11-thinking-medium,GPT-5.2 (Medium),OpenAI,2025-12-11,,0.7267,0.3448,
v1_Semi_Private,claude-opus-4-5-20251101-thinking-16k,"Opus 4.5 (Thinking, 16K)",Anthropic,2025-11-24,,0.72,0.62,
v1_Semi_Private,openai-gpt-6-luna-high,GPT-6 Luna (High),OpenAI,2026-09-22,,0.7033333333333333,0.009497197,
v1_Semi_Private,gpt-5-pro-2025-10-06,GPT-5 Pro,OpenAI,2025-10-06,,0.7017,4.7785,
v1_Semi_Private,gpt-5-4-low,GPT-5.4 (Low),OpenAI,2026-03-04,,0.6817,0.15,
v1_Semi_Private,thinky-inkling-small-medium,Inkling Small (Medium),Thinking Machines,2026-07-30,,0.67,0.03488058600000001,
v1_Semi_Private,grok-4-0709,Grok 4 (Thinking),xAI,2025-07-09,,0.6667,1.0136,
v1_Semi_Private,gpt-5-2025-08-07-high,GPT-5 (High),OpenAI,2025-08-07,,0.6567,0.5087,
v1_Semi_Private,moonshot-kimi-k3-low,Kimi K3 (Low),Moonshot AI,2026-07-16,,0.6566666666666666,0.18061866,
v1_Semi_Private,kimi-k2.5,Kimi K2.5,Moonshot AI,2026-01-27,,0.6533,0.15,
v1_Semi_Private,claude-sonnet-4-5-20250929-thinking-32k,Claude Sonnet 4.5 (Thinking 32K),Anthropic,2025-09-29,,0.6367,0.5193,
v1_Semi_Private,minimax-m2.5,Minimax M2.5,Minimax,2026-02-12,,0.6367,0.07,
v1_Semi_Private,gpt-5-4-mini-xhigh,GPT-5.4 Mini (XHigh),OpenAI,2026-03-17,,0.6367,0.51,
v1_Semi_Private,openai-gpt-6-luna-medium,GPT-6 Luna (Medium),OpenAI,2026-09-22,,0.61,0.0061084369999999995,
v1_Semi_Private,o3-2025-04-16-high,o3 (High),OpenAI,2025-04-16,,0.6083,0.5002,
v1_Semi_Private,openai-gpt-5-6-terra-low,GPT-5.6 Terra (Low),OpenAI,2026-07-09,,0.6017,0.09,
v1_Semi_Private,o3-pro-2025-06-10-high,o3-Pro (High),OpenAI,2025-06-10,,0.5933,4.16,
v1_Semi_Private,o4-mini-2025-04-16-high,o4-mini (High),OpenAI,2025-04-16,,0.5867,0.4058,
v1_Semi_Private,claude-opus-4-5-20251101-thinking-8k,"Opus 4.5 (Thinking, 8K)",Anthropic,2025-11-24,,0.5867,0.38,
v1_Semi_Private,gpt-5-4-mini-high,GPT-5.4 Mini (High),OpenAI,2026-03-17,,0.58,0.27,
v1_Semi_Private,gpt-5-1-2025-11-13-thinking-medium,"GPT-5.1 (Thinking, Medium)",OpenAI,2025-11-13,,0.5767,0.3149,
v1_Semi_Private,gemini-3-flash-preview-thinking-medium,Gemini 3 Flash Preview (Medium),Google,2025-12-17,,0.5767,0.0612,
v1_Semi_Private,o3-pro-2025-06-10-medium,o3-Pro (Medium),OpenAI,2025-06-10,,0.57,3.1766,
v1_Semi_Private,deepseek-v3.2,Deepseek V3.2,DeepSeek,2025-12-01,,0.57,0.08,
v1_Semi_Private,openai-gpt-5-6-luna-medium,GPT-5.6 Luna (Medium),OpenAI,2026-07-09,,0.565,0.06,
v1_Semi_Private,gpt-5-2025-08-07-medium,GPT-5 (Medium),OpenAI,2025-08-07,,0.5617,0.3301,
v1_Semi_Private,ARChitects,ARChitects,ARC Prize 2024,2024-11-03,,0.56,0.2,
v1_Semi_Private,gpt-5-2-2025-12-11-thinking-low,GPT-5.2 (Low),OpenAI,2025-12-11,,0.5567,0.1657,
v1_Semi_Private,gpt-5-mini-2025-08-07-high,GPT-5 Mini (High),OpenAI,2025-08-07,,0.5433,0.116,
v1_Semi_Private,openai-gpt-5-6-luna-medium-2026-07-30,GPT-5.6 Luna 2026-07-30 (Medium),OpenAI,2026-07-30,,0.54,0.01202556,
v1_Semi_Private,o3-2025-04-16-medium,o3 (Medium),OpenAI,2025-04-16,,0.5383,0.2882,
v1_Semi_Private,gemini-3-5-flash-lite-high,Gemini 3.5 Flash-Lite (High),Google,2026-07-21,,0.535,0.092850542,
v1_Semi_Private,thinky-inkling-small-low,Inkling Small (Low),Thinking Machines,2026-07-30,,0.525,0.026465645999999992,
v1_Semi_Private,gpt-5-4-nano-xhigh,GPT-5.4 Nano (XHigh),OpenAI,2026-03-17,,0.515,0.13,
v1_Semi_Private,gemini-3-5-flash-minimal,Gemini 3.5 Flash (Minimal),Google,2026-05-19,,0.4883,0.0645,
v1_Semi_Private,grok-4-fast-reasoning,Grok 4 (Fast Reasoning),xAI,2025-10-21,,0.485,0.0307,
v1_Semi_Private,thinky-inkling-small-minimal,Inkling Small (Minimal),Thinking Machines,2026-07-30,,0.485,0.02370018599999999,
v1_Semi_Private,claude-sonnet-4-5-20250929-thinking-16k,Claude Sonnet 4.5 (Thinking 16K),Anthropic,2025-09-29,,0.4833,0.2683,
v1_Semi_Private,claude-haiku-4-5-20251001-thinking-32k,Claude Haiku 4.5 (Thinking 32K),Anthropic,2025-10-01,,0.4767,0.2558,
v1_Semi_Private,claude-sonnet-4-5-20250929-thinking-8k,Claude Sonnet 4.5 (Thinking 8K),Anthropic,2025-09-29,,0.465,0.1776,
v1_Semi_Private,glm-5,GLM-5,Z.ai,2026-02-20,,0.4467,0.17,
v1_Semi_Private,o3-pro-2025-06-10-low,o3-Pro (Low),OpenAI,2025-06-10,,0.4433,1.6382,
v1_Semi_Private,gpt-5-2025-08-07-low,GPT-5 (Low),OpenAI,2025-08-07,,0.44,0.1531,
v1_Semi_Private,o4-mini-2025-04-16-medium,o4-mini (Medium),OpenAI,2025-04-16,,0.4183,0.15,
v1_Semi_Private,o3-2025-04-16-low,o3 (Low),OpenAI,2025-04-16,,0.415,0.1764,
v1_Semi_Private,gemini-2-5-pro-2025-06-17-thinking-16k,Gemini 2.5 Pro (Thinking 16K),Google,2025-06-17,,0.41,0.4839,
v1_Semi_Private,gpt-5-4-mini-medium,GPT-5.4 Mini (Medium),OpenAI,2026-03-17,,0.4083,0.16,
v1_Semi_Private,claude-sonnet-4-20250514-thinking-16k-bedrock,Claude Sonnet 4 (Thinking 16K),Anthropic,2025-05-14,,0.4,0.3658,
v1_Semi_Private,trm-2025-10-07,Tiny Recursion Model (TRM),bespoke,2025-10-07,,0.4,1.7638,
v1_Semi_Private,claude-opus-4-5-20251101-thinking-none,"Opus 4.5 (Thinking, None)",Anthropic,2025-11-24,,0.4,0.13,
v1_Semi_Private,openai-gpt-5-6-luna-low-2026-07-30,GPT-5.6 Luna 2026-07-30 (Low),OpenAI,2026-07-30,,0.395,0.008206092,
v1_Semi_Private,gpt-5-4-nano-high,GPT-5.4 Nano (High),OpenAI,2026-03-17,,0.3817,0.07,
v1_Semi_Private,openai-gpt-6-luna-low,GPT-6 Luna (Low),OpenAI,2026-09-22,,0.37666666666666665,0.0032099620000000002,
v1_Semi_Private,gpt-5-mini-2025-08-07-medium,GPT-5 Mini (Medium),OpenAI,2025-08-07,,0.3733,0.0401,
v1_Semi_Private,claude-haiku-4-5-20251001-thinking-16k,Claude Haiku 4.5 (Thinking 16K),Anthropic,2025-10-01,,0.3733,0.1042,
v1_Semi_Private,gemini-2-5-pro-2025-06-17-thinking-32k,Gemini 2.5 Pro (Thinking 32K),Google,2025-06-17,,0.37,0.5123,
v1_Semi_Private,claude-opus-4-20250514-thinking-16k,Claude Opus 4 (Thinking 16K),Anthropic,2025-05-14,,0.3567,1.2496,
v1_Semi_Private,o3-mini-2025-01-31-high,o3-mini (High),OpenAI,2025-01-31,,0.345,0.3989,
v1_Semi_Private,gemini-3-6-flash-minimal,Gemini 3.6 Flash (Minimal),Google,2026-07-21,,0.345,0.04124886,
v1_Semi_Private,openai-gpt-5-6-luna-low,GPT-5.6 Luna (Low),OpenAI,2026-07-09,,0.3417,0.04,
v1_Semi_Private,gemini-2-5-flash-preview-05-20,Gemini 2.5 Flash (Preview),Google,2025-05-20,,0.3333,0.0371,
v1_Semi_Private,gemini-2-5-flash-preview-05-20-thinking-16k,Gemini 2.5 Flash (Preview) (Thinking 16K),Google,2025-05-20,,0.3333,0.2134,
v1_Semi_Private,gpt-5-1-2025-11-13-thinking-low,"GPT-5.1 (Thinking, Low)",OpenAI,2025-11-13,,0.3317,0.1,
v1_Semi_Private,gpt-5-4-nano-medium,GPT-5.4 Nano (Medium),OpenAI,2026-03-17,,0.33,0.04,
v1_Semi_Private,gemini-3-5-flash-lite-medium,Gemini 3.5 Flash-Lite (Medium),Google,2026-07-21,,0.3233333333333333,0.03326929199999999,
v1_Semi_Private,gemini-2-5-flash-preview-05-20-thinking-24k,Gemini 2.5 Flash (Preview) (Thinking 24K),Google,2025-05-20,,0.3233,0.1971,
v1_Semi_Private,claude-sonnet-4-5-20250929-thinking-1k,Claude Sonnet 4.5 (Thinking 1K),Anthropic,2025-09-29,,0.31,0.0928,
v1_Semi_Private,claude-opus-4-20250514-thinking-8k,Claude Opus 4 (Thinking 8K),Anthropic,2025-05-14,,0.3067,0.7408,
v1_Semi_Private,gemini-2-5-pro-2025-06-17-thinking-8k,Gemini 2.5 Pro (Thinking 8K),Google,2025-06-17,,0.295,0.2947,
v1_Semi_Private,claude-sonnet-4-20250514-thinking-8k-bedrock,Claude Sonnet 4 (Thinking 8K),Anthropic,2025-05-14,,0.29,0.1952,
v1_Semi_Private,gemini-3-flash-preview-thinking-low,Gemini 3 Flash Preview (Low),Google,2025-12-17,,0.29,0.0163,
v1_Semi_Private,Claude 3.7 Thinking 16K,Claude 3.7 (16K),Anthropic,2025-02-24,,0.286,0.33,
v1_Semi_Private,claude-sonnet-4-20250514-thinking-1k,Claude Sonnet 4 (Thinking 1K),Anthropic,2025-05-14,,0.28,0.0937,
v1_Semi_Private,codex-mini-latest,Codex Mini (Latest),OpenAI,2025-05-23,,0.2733,0.1597,
v1_Semi_Private,claude-opus-4-20250514-thinking-1k,Claude Opus 4 (Thinking 1K),Anthropic,2025-05-14,,0.27,0.5021,
v1_Semi_Private,gpt-5-mini-2025-08-07-low,GPT-5 Mini (Low),OpenAI,2025-08-07,,0.2633,0.0135,
v1_Semi_Private,gemini-2-5-flash-preview-05-20-thinking-8k,Gemini 2.5 Flash (Preview) (Thinking 8K),Google,2025-05-20,,0.2583,0.1344,
v1_Semi_Private,claude-sonnet-4-5-20250929,Claude Sonnet 4.5,Anthropic,2025-09-29,,0.255,0.0808,
v1_Semi_Private,claude-haiku-4-5-20251001-thinking-8k,Claude Haiku 4.5 (Thinking 8K),Anthropic,2025-10-01,,0.255,0.0687,
v1_Semi_Private,claude-sonnet-4-20250514,Claude Sonnet 4,Anthropic,2025-05-14,,0.2383,0.0806,
v1_Semi_Private,claude-opus-4-20250514,Claude Opus 4,Anthropic,2025-05-14,,0.225,0.4036,
v1_Semi_Private,o3-mini-2025-01-31-medium,o3-mini (Medium),OpenAI,2025-01-31,,0.2233,0.1907,
v1_Semi_Private,gemini-3-flash-preview-thinking-minimal,Gemini 3 Flash Preview (Minimal),Google,2025-12-17,,0.215,0.012,
v1_Semi_Private,o4-mini-2025-04-16-low,o4-mini (Low),OpenAI,2025-04-16,,0.2133,0.0406,
v1_Semi_Private,deepseek_r1_0528-openrouter,Deepseek R1 (05/28),DeepSeek,2025-05-28,,0.2121,0.0464,
v1_Semi_Private,Claude 3.7 Thinking 8K,Claude 3.7 (8K),Anthropic,2025-02-24,,0.212,0.21,
v1_Semi_Private,gpt-5-nano-2025-08-07-medium,GPT-5 Nano (Medium),OpenAI,2025-08-07,,0.2071,0.0124,
v1_Semi_Private,gpt-5-4-nano-low,GPT-5.4 Nano (Low),OpenAI,2026-03-17,,0.1833,0.01,
v1_Semi_Private,Icecuber,Icecuber,ARC Prize 2024,2023-11-03,,0.17,0.2,
v1_Semi_Private,gemini-3-5-flash-lite-low,Gemini 3.5 Flash-Lite (Low),Google,2026-07-21,,0.17,0.011111616999999996,
v1_Semi_Private,claude-haiku-4-5-20251001-thinking-1k,Claude Haiku 4.5 (Thinking 1K),Anthropic,2025-10-01,,0.1683,0.0306,
